8.958537392596527260e-02,-1.533348847000862714e-01,-2.811400061197025790e-01,-4.923488934742470957e-01
1.560515279791201859e+00,-3.310964814535540257e-01,-2.445430421538641319e+00,-4.311285779563839848e-01
1.634002539110729346e-01,-4.038242202957484372e-01,4.019404376934196943e-01,-5.900909567071104256e-01
-1.460003199218506520e+00,-5.276012900086963775e-01,8.274756199891941666e-02,-3.577357150151659893e-01
-4.836584313962344339e-01,3.829032512633555818e+00,3.229228213983244000e-01,1.406430826032780912e+00
6.511281854516237644e-01,-1.603646923794091794e+00,-5.392215803282807141e-02,6.679078995631080318e-01
-3.324295571316758124e+00,8.548896279027318190e-01,3.455533204078609089e-01,-1.236665202011052900e+00
-4.356148705799130383e+00,4.893488473141733852e-01,1.213579983834685017e+00,6.090579351547831255e-01
-2.405654970464342401e+00,3.630984242937555784e-02,1.531734884542620856e+00,-5.044827733595671493e-01
-5.650089934140214432e-01,5.615878605517804489e-01,-8.661125818977776225e-01,2.878567622627840050e-01
-7.303798219421619997e-02,-1.233605434263657097e+00,2.019845089210870609e-02,-1.614170816285695809e+00
-3.296433635320276334e+00,7.090982635565273862e-01,4.019159434157865696e-01,4.632913192024988580e-02
6.100720893837269232e-01,8.389156955280259176e-01,4.787077731591034280e-02,-3.361171539617610615e-01
-1.220286316648222735e+00,-3.154680551421914503e-01,-1.334880595973920725e+00,-3.972913817194642094e-01
7.043037326728116554e-01,-2.109271219365115524e+00,4.925918912530317245e-02,-3.205718231226170056e-01
