5.949478838957868998e-01,5.909105071000737563e-01,4.483500099032372566e-01,1.718020802542692405e+00,1.460162178338460515e-01,-1.262284622072647189e-01,9.439080809571626096e-01,-4.603495648297031284e-01,-4.387892016511673043e-01,-2.747750599158989449e+00,1.972883177602092752e+00,-7.037798519407481024e-01,2.504766538897569284e-01,-2.543128770275655093e+00,-1.756143695429039919e+00
1.593787066847910106e-01,3.397907180032594177e+00,-1.088835649552303275e+00,-8.553610492807984800e-01,-2.297303321803710052e-01,3.844677537917597365e-01,2.430407063461715866e-01,2.058606969908935713e-01,5.133501337424397626e-01,-1.361886620087595645e+00,8.500773005617090483e-02,3.236796808599760600e-01,8.098016958309739444e-01,5.181855838266805625e-01,-8.661805993730926634e-01
-1.058044993989336824e+00,3.929687075104703609e-01,4.572646522895900123e-01,-7.277731748091758046e-01,-1.242689300676972586e+00,5.529021313476197852e-01,-2.942565750952411130e-01,-2.776835580837520023e-01,2.752111502825789202e+00,2.735179311801589352e-01,-3.495342168262888238e-01,2.261565615084485947e-01,-3.602168961409561110e+00,8.539546126207666621e-01,4.785766582721680540e-01
1.088099610139450224e+00,-2.011801352389239295e+00,-4.579616282032983876e-01,5.614009829663180878e-02,-9.318589369810897916e-02,6.398309882450730068e-01,-3.607843715626470882e-01,1.433399972725448446e-01,-1.198502922160375572e+00,9.347424410860843969e-01,7.295204414786251590e-01,-2.100792425167643973e+00,-2.275550279387577313e-01,5.706039564674217912e-01,3.516790401908309160e+00
8.700747832454869268e-01,1.023655429712782006e+00,-1.965328399363917011e+00,7.792340237372066269e-01,-3.180108048796990161e-01,2.159153474980160858e+00,-2.634880578882604074e-01,8.174420336377675733e-01,3.366923682719477617e-02,3.457339993299640701e-01,5.530707423705470971e-01,-6.417872221435392266e-01,-7.163358851563873531e-01,1.742607161793019221e+00,2.153900636988716588e+00
-6.949051961871457461e-01,-9.333964328146527878e-01,5.499105147807570315e-01,-6.564536351409555603e-02,-5.069616038239148637e-01,2.115248010453508520e+00,7.445421156877342073e-01,-1.775715272434914005e-01,-1.392778712552028786e+00,8.598983263859640847e-01,-1.186370141171247117e-01,-9.485112157323309923e-01,-1.096706094932078823e+00,-4.301084737667356661e-01,-6.779066798725330578e-01
-7.540388718591137795e-01,2.620432115784114280e-01,1.305598063752990423e-01,-3.558241325150304668e+00,-7.039708336674008748e-01,-4.308262885370782946e+00,2.442570788759619582e-01,-8.754701259479659159e-01,3.548383151698857318e-01,8.016904467903291920e-01,-1.735049663312271950e-01,2.180941934593906284e-01,2.883191122361000058e+00,-5.696509621138520080e-02,-3.817890831900109250e-01
-6.480071058915162219e-01,-5.585892434392814021e-01,-1.032457283745936982e-01,-1.374754980005325200e-01,1.571470946339616551e-02,-4.528710922115004589e-01,-3.863776902531765312e-01,4.178936402087036761e-01,8.486805905564865915e-01,-3.272499377301608114e-01,1.044409116019553302e-01,3.477796911037461136e+00,-1.152715414989733955e-01,1.475422215478176202e+00,-7.160562815412931936e-01
7.095120371455653219e-01,1.088382514481482932e+00,-2.100767600782735389e+00,-4.369313610553992588e-01,3.821618293655363097e+00,1.039358183129390101e+00,-1.769342269773586662e-01,4.330113144677885662e-02,-3.257806783457311561e-01,-7.408414443382086434e-01,4.249883401584161335e-01,-1.987963582070290669e-01,-9.755970827828645137e-03,-8.033592220482985158e-03,-5.531267322279590504e-01
-1.170869224054316371e+00,-3.936273535159476866e-01,-6.667802047190253267e-01,-1.257147641327994309e-02,3.550979163076430356e-01,1.331799371138884469e+00,4.035186196713644868e+00,-4.625132411760899398e-01,-8.136833284926643373e-01,1.345180652699680790e+00,-2.195522683725319446e+00,2.472942118013043145e-01,-1.226576280512217121e+00,3.320950609219462946e-01,-3.544279216038496161e-01
-2.078959996712069103e+00,1.599628111854974610e-01,1.712027157623230988e-01,2.957871751237373115e-01,7.958999898486976976e-01,4.073884306073279893e-01,3.487702329804638346e-01,1.475957919472025814e+00,1.474931684552837297e+00,9.544037194064175500e-01,-2.153044329468112861e-01,8.547643934884112671e-01,4.254658668126035659e-01,-4.925601094307035521e-01,-7.399344025246531453e-01
-1.646818124285349239e+00,-3.156668602758337661e-02,7.530123262791645899e-01,5.467004831459237879e-01,-2.372764951859946958e-01,1.904406291908104842e+00,7.752272927461998364e-01,-1.335146229446458221e+00,-9.951522023199975697e-01,1.678018646546027004e-02,1.684516648719067256e+00,-7.133078181571874676e-01,-7.375469993863525975e-01,-3.450256890757557038e-01,-7.122827073185275526e-02
