3.132076205928757129e-01,-2.413366466002765609e+00,1.222361461347790446e+00,-3.812178338946796696e-01
1.178134940679854553e-01,-6.419790125304377648e-01,-6.506647741696754972e-01,-1.538611811514151828e+00
3.850186028721402920e-01,-1.840662502883897877e+00,-1.644881291903248499e+00,1.840398870931066189e-01
-7.225092781277004939e-01,-1.113345981814102714e+00,-2.325309512468669126e+00,-1.124494386902723075e+00
-1.270082990861539640e+00,1.354725403006432183e+00,2.589676741172545205e-01,4.252171058911546342e-01
-6.072625156830213644e-01,-1.100859087608082154e+00,-4.914056788055478076e-01,-1.263604915476030044e+00
-1.431380895834538924e-01,-8.013623298679674323e-02,-1.164084587242627672e-01,-1.449772877878833022e+00
-4.981170874843054985e-02,-5.094575707535160536e-01,-7.408898071410324748e-01,9.648931225260036493e-02
6.101532710211099442e-01,5.606631093064582405e-01,6.566852048896684169e-01,-2.115380348044606507e+00
4.628096745216729868e-01,3.838168755667027421e-01,2.890559637255696313e-01,-6.774571217362830300e-01
-4.932567891415087225e-01,9.620288137252784866e-01,2.132556013210031853e+00,4.664444700109718345e-01
-4.749591663444854284e-01,-2.198593820099504104e+00,-5.525940575802856802e-01,4.845972312535983817e-01
3.428187492137073633e-01,1.854550070179296295e+00,5.155051713177414285e-01,1.489533406724519837e+00
5.453357184481491537e-02,-1.501987907931737976e+00,3.398736063344472980e-01,-2.077280836259062791e-01
9.243484203985274927e-02,-8.216974199642144150e-01,-9.776636273186111170e-01,1.429295653327855298e-01
