-1.596331652860225825e+00,-1.175118837657026072e+00,1.118719795804975936e+00,5.934704333667668585e-01,-6.445857531647706251e-01,-9.325883655578051101e-01,-1.114888446112098919e+00,6.010232997927752452e-01,-2.197617109324358498e-01,-1.762744213328808041e+00,5.891735256988434033e-01,1.501556934495410500e+00,3.261633296523680503e-01,-1.754452084295632930e-01,-5.199355529172997592e-01
5.361036318958309899e-01,6.096804616592795684e-02,-7.740510211508165872e-01,-1.335592656164561742e-01,1.801085134481257288e+00,-1.563264513208038720e+00,-1.305601244931151816e+00,-2.231947295384637264e-01,-5.028198830800937325e-01,4.350876319348003785e-01,9.725463145314185986e-01,-6.604225017801356179e-01,5.128067894424663820e-01,-2.170675128769214979e+00,-8.487686701439156600e-02
1.350772466731982702e+00,5.162668149031753723e-02,-2.179505478306886790e-01,-7.561767166615332991e-01,-1.662676429738043637e-01,-4.081258784016968955e-01,-5.429335198708559185e-01,6.861610275157792316e-02,-9.035572594986853723e-01,-1.973920998016446549e-01,5.968484320783977726e-01,2.175723563302390140e+00,1.635497201005451373e+00,-2.971005324084715626e-01,1.212565427377970684e+00
2.065141993635547790e-01,-1.496701045734712965e-01,-2.007828426690980272e+00,8.751272909809211242e-01,2.306658143472449130e+00,-7.776747623205051418e-01,-1.001357899732540746e+00,-5.623148312832340068e-01,9.643857680194806159e-02,-7.520972484522794321e-01,9.697349043045032646e-01,-7.623702589441760935e-01,3.337978839936651454e+00,2.963369657746805011e-02,-1.066077940336012109e+00
2.758673875275136078e-01,3.842058061829208837e-01,-4.005408090683615363e-01,6.756598242618597205e-02,8.963100110071720028e-01,5.979778269083977360e-01,-1.000800434319537136e+00,-1.130727117076594457e+00,-5.367955397330381045e-03,2.159062423193831848e-01,-5.130536980620118426e-01,4.075116958122139421e-02,7.651622797850787805e-01,-1.081732008003194245e+00,8.850579391876164381e-01
7.340370729769171154e-01,-6.797413870972983663e-01,7.583065487153646256e-01,-2.920898739875672431e-02,-1.234809809809473136e-01,1.192445669786554419e+00,-6.820912588560749945e-02,-7.890629314438909470e-01,-2.863893499333856507e+00,-1.090442427431287831e+00,-5.678261239472350841e-01,7.379746631561614478e-01,3.799124667146475676e-01,-1.073975224743681123e+00,1.103009817140547133e+00
1.607576451677751317e-01,-1.256647410957663746e+00,-2.852244887257285200e+00,7.592951015312126017e-01,-7.424760195539159557e-01,-8.178441714485490399e-01,-3.087340232046622002e-01,-1.323533048890495722e+00,5.096062866502242272e-01,3.397379448270254065e-01,9.856586031714236196e-01,1.362003659421558432e-01,-8.895792164212762421e-02,-1.171508501033362348e+00,7.586173191060187060e-01
4.231654880892763426e-01,-1.800355771033290697e+00,7.790739860258206750e-01,-8.324479513295288680e-01,8.809167135468610743e-01,4.104243660684061545e-01,-2.640224900592556434e+00,2.132989148278770397e+00,1.147224341381701262e-01,-9.064390003344783286e-01,1.925022308894768441e+00,5.420101131407687456e-01,2.093556256741724297e+00,1.036255958805130994e+00,-4.375373066303570035e-01
1.468459791541323334e-01,-1.314915153638221090e+00,-8.449237829468383976e-02,1.981539067852542413e-01,-4.128872777714752140e-01,-8.606915985384039347e-02,-6.004340628378826983e-01,2.769668425902168662e-01,-1.525235237079620720e-01,-1.378105736928343372e+00,8.085475451750610831e-02,-2.256949300312388329e-01,1.022001936784405540e+00,2.036293497492239535e+00,1.086907830522688245e+00
-2.176045019391589508e-01,-6.224993761935468939e-01,6.954684385117836376e-01,1.144976393044730756e+00,-1.875795348382311156e-01,1.540841558758543339e+00,1.613311717708690418e+00,2.804575108008453554e-01,-6.648604481350670614e-01,4.357813104448171604e-01,-1.470208792654151386e+00,1.261076509986482019e+00,1.757980441893748802e+00,2.420304387083086262e+00,2.168608994599374729e+00
