1.260307056304080575e+00,2.049261551704960382e+00,-9.951877693908950384e-02,5.330901856798779814e-01,1.805964394731586486e-02,-3.994360713969314358e-01,7.425211629687971104e-01,3.944213877235028254e-02,4.842634349000434213e-01,4.602128053040952516e-01,3.756144032176245151e-02,-2.418827716613254075e-01,4.091530260712490930e-01,7.514477016847649349e-01,-4.721841126012090717e-01,1.081228088888231686e-01,-8.113171438699086080e-01,-2.361225795827799623e-01,-5.617940490719858238e-02,-6.691928110693023957e-01,-7.777254477909353869e-02,-1.889128111644042596e+00,-1.225230897603305280e+00,-3.956049761135822518e-01,1.419262123512092799e+00,1.377269778982800896e-01,-6.375894852501560184e-01,7.238948248680970865e-02,3.740747451020227654e-01,1.211936163633251518e-01
5.363239927733572943e-01,-4.045268007658978648e-01,-2.862794909172051150e-01,7.778763774812104126e-01,-6.234803654929609307e-01,4.907187418979376270e-01,-6.478087338550813090e-01,-5.939828719305240146e-01,6.185814701002902982e-01,4.152329342465601592e-01,1.262990878322591159e+00,-2.190458189333485350e+00,4.898154552722932542e-01,1.842859144292019191e-01,-1.918247534517647512e+00,-8.836201693227301313e-01,-1.947196103758278563e+00,1.346148961663504950e+00,-5.432570603427321343e-01,1.108387840880958208e+00,1.136330691419565664e+00,-1.674182526995705800e+00,1.080507210632984050e+00,-2.089629374325499556e-01,-7.142999598870299893e-01,1.385037458480653960e+00,-1.498419493453011730e+00,2.440844839513142128e-01,-9.843657354172492546e-01,-1.242765757943642413e+00
1.403948228097963713e-01,-3.919093448905002663e+00,-7.066884062813756362e-01,2.025558088053103223e-02,1.234227884900525485e+00,-3.466102137565218455e-01,1.070871385929843989e+00,-1.230202820732482660e+00,3.908231220223293972e-02,-7.203615554686185751e-01,9.973464269324440190e-01,1.466188673615977933e-01,1.740818275200363585e+00,5.314038225451204189e-01,1.073617924270237722e+00,-8.927745567125109361e-01,-3.370077258807597786e-01,2.467874931167237385e-01,7.904550288136444891e-01,-1.885959066964346453e+00,1.497466914350149003e-01,2.559019968203840034e-01,-8.478749386771626817e-01,-2.106866017281767256e+00,1.258440675696283484e-01,-8.438934959547207681e-02,1.155835396981251817e+00,8.204606526218680695e-01,-4.139494754945968746e-01,-1.858156063440203454e+00
-8.974793929038061835e-01,-2.797650308018339096e-02,-4.532543285196414806e-01,-5.903111888210276631e-02,-3.626845926754101446e-01,1.007901882537165505e-01,5.310344901598719192e-01,1.343327540137493559e+00,6.754018013078455507e-01,1.921948288894381740e+00,1.383847378160536212e-01,-4.371640323919278037e-01,-9.594765016054147555e-01,-1.607386097200927955e-01,1.349956603315262793e+00,5.967623663353305297e-01,8.944933387037223849e-02,1.658479500140937202e-01,-6.815915268288951223e-01,-3.370604726877780566e-01,1.351250255226923158e-01,-1.482195464901184367e+00,1.677544752222742686e-01,5.856515150203573938e-01,1.397657278740451980e+00,-2.866376778523005986e-01,9.829643731280466312e-01,6.829698285671259583e-01,-6.925426322624788078e-01,-8.270443717835714859e-01
-1.068192877680640640e+00,6.894976678104772772e-01,-3.357398921193504582e-01,-1.611594726551118573e+00,1.495672151210106693e-03,2.263755972817230733e-01,-6.497802582238827451e-01,-1.217479053964601210e+00,4.588256007855683882e-01,-1.056344820737996848e+00,6.214133719803018041e-02,-2.554438477077619618e-01,-1.200453124233778368e+00,1.012924585129005260e-02,-4.405700952814741722e-01,-5.625023260095807220e-01,-2.820427772396343347e-01,8.007945448612039385e-01,-2.073587746369637497e+00,1.059426279050593500e+00,7.471736057666746866e-01,5.254743184435947123e-01,1.135124842959163161e+00,-1.048586174073969035e+00,-5.413588924606048680e-01,1.928753537789861694e+00,9.952907136132871369e-01,-4.591821291759611290e-01,-1.392773909559049395e-01,1.037033821754641094e+00
2.234449505608715192e-01,9.828035248538780078e-02,1.832172512032080036e-01,-8.416629827238214512e-02,-5.181366984387618668e-01,-1.603450116763379674e+00,3.377575536823625990e-01,8.115890879714410255e-02,-5.298154270182727776e-01,-3.141937137567246130e-01,-1.201911555435087209e+00,3.405513272523422175e-01,-2.009826267203449479e+00,-4.962479453922933881e-01,-1.170068930473995295e+00,9.778306880561880854e-02,8.695914705482349349e-01,1.786826725117997228e+00,5.535532676160055399e-01,-6.039672313638224654e-01,1.711769009840190536e-01,-8.240430040725223171e-02,1.752049010197497675e-02,-5.817661981051777120e-01,-3.136674179749779356e-01,2.650256233642807047e-01,-3.284428623815107695e-01,-4.262713644978742555e-02,-4.133603538411642075e-01,-1.106660970234242397e-01
-9.252728244306239469e-02,-4.125516694150827002e-02,1.424949770016350481e-01,1.162471664131191851e+00,-6.800876988354304098e-01,-1.454584881837401866e-01,-2.248269877072607836e-01,-5.027711861865334919e-01,-6.560452802751028101e-02,-1.890496096907788193e+00,-4.104017276515748436e-01,6.530980297420996283e-01,1.706021159066672954e+00,-1.442516170609324355e+00,1.661324613359980717e-01,-2.511633993848298996e-01,-1.307708935124272553e+00,-7.001626820064594803e-01,3.504365424766230364e-01,2.065954667230104069e-01,1.411061556000452466e-01,-8.404436398074371928e-02,-2.333535056879903369e+00,4.511091179936698725e-01,1.348618707535643058e+00,-1.353909221473760249e+00,4.976265764863314067e-01,-8.421133708766835868e-01,-7.905475762370018922e-01,-1.412229064798986022e-01
-6.714093574297465006e-01,2.471277833728228734e-01,8.284866979563026979e-01,-5.586288739793789926e-01,1.696645835011551640e+00,-6.743025802707858229e-02,5.387139883722218414e-01,1.155237730582512612e-01,1.489491370542286752e+00,-4.360481028935651038e-01,-2.764950950404188035e-01,-1.362728401860487049e+00,-9.750596438916616648e-01,-6.576654695832392372e-01,1.073296494543086066e+00,-1.408765417769127781e+00,5.190245447898586073e-04,-9.327934250729014165e-02,1.497126451778342249e+00,-4.281712177416654441e-01,-1.513686410546002614e+00,1.681793223571025342e+00,1.397445664553182532e+00,7.031826403506261647e-01,-3.193286721630020919e-01,-3.897616643279074311e-01,5.730064140940218653e-01,-5.488938275230265118e-01,-2.458565836184242459e-01,-6.908581897828613982e-01
3.657742259412359864e-01,-9.460579781151933210e-01,-1.077738290154417466e+00,-7.323047388026023841e-01,6.188919777933427069e-01,-1.031482307683986965e+00,7.939709275982722581e-01,-1.876465098891924255e+00,-7.948965833456738128e-01,9.606973036514191433e-01,8.519514914122171545e-01,-1.068438574139066732e+00,7.214942431282984625e-01,4.624022726589700483e-01,-1.206605033962170892e-01,-1.456863406754779877e+00,3.192074959986072047e-01,8.191276773460663962e-01,2.960110838683104317e-01,8.850820723978134463e-01,1.825666536833613074e-02,-3.528054578652937590e+00,-1.063699390024883118e-01,3.329900868956360283e-01,-2.214174925541302907e-01,-6.499489658545865023e-01,-3.074427784344190284e-01,1.165163724164866910e+00,1.420281069603870350e+00,-2.753933228586187207e-02
-1.425402974239244447e+00,-5.396454896240318044e-01,6.327830480055358642e-01,-1.131852332008541628e+00,-3.685733547178627334e-01,1.038942056688648696e+00,3.388123530500126712e-01,-1.381314663309650470e+00,-1.455925886326120688e-01,3.448873051008616741e+00,-2.169742821649825459e-02,-2.353022448915654818e-01,6.155110003422472609e-01,2.145184343614596312e+00,9.413320227469165191e-01,-8.335064338599716682e-02,-7.077511789887471760e-01,-1.353497421275542179e+00,-7.895702261443654502e-01,-1.005323088500527762e+00,-1.211342139178731125e+00,-1.624347532627865576e+00,1.172000961303535371e+00,4.442652717660922068e-01,9.037509409662413118e-01,-7.437171332140063429e-01,1.116693100301065833e+00,8.546655366173864232e-01,7.004915537791007729e-01,1.265965760479587088e+00
