-9.134230409565882169e-01,-9.377740312172935244e-01,1.261203595223523655e+00,1.443190518709962955e+00,-6.525714608112462845e-01,7.178785331778428924e-01,-5.435440289817919934e-01,3.429389679588677464e-01,-3.509265873041493844e-01,1.713195547691202636e+00,-9.741273880978676969e-01,8.065579254442132306e-01,-8.078069364764184357e-01,-1.093469469338518074e+00,2.175054741864319130e+00,5.268893988599628875e-01,1.295668545929909765e+00,2.041388109099238513e+00,8.018922357089157682e-01,3.845650480577829655e-01,-1.148709247337936779e+00,-6.426284017395172965e-01,1.470223354053679321e+00,-6.526371707261081623e-01,1.794824963812107876e+00,4.830187420035257917e-01,6.696190785533314704e-01,1.066085350695112455e+00,1.278528025770504062e+00,3.938998631691265073e-02,-2.053805114898148432e+00,4.012887940800790587e-01,9.059221533217398648e-01,1.180187823912274836e-01,1.530701884607901686e+00
4.045186424676840420e-01,1.158281243887077094e-01,-4.018669208329106901e+00,-1.710177316330886710e-01,4.392959367914168745e-01,-1.527600566235413071e+00,-8.168668229508432299e-01,1.997368883720588073e+00,-7.274596887757168728e-01,-5.775541546033520213e-01,1.301237046118367324e+00,1.107066101648915613e+00,1.014200400402796687e+00,9.050024945164668599e-01,1.615442042002840639e-01,8.612615189756298584e-01,-1.375341788940983301e-01,-5.139121346002923918e-01,5.374374320325885357e-01,-6.270249771436648967e-01,1.400291099708970144e+00,7.217555071281280422e-04,-8.293205082047756527e-01,-1.218198542571056198e+00,1.105810739208933580e+00,1.700008366562578921e+00,-1.378375463305142157e+00,-3.538693923526737617e+00,2.504544307565748529e+00,5.565145073587212110e-01,3.153144843021253863e+00,1.270586782653147229e-01,-1.618584141434139756e+00,7.214844468250836140e-01,5.032184835052359029e-01
-1.800953975605851465e+00,9.758546556237198688e-01,-5.563632471983577243e-01,7.095489354706655538e-01,9.590502718006852501e-01,1.980278268344521919e+00,-4.115918154607143831e-01,1.306259995361311432e+00,-1.313685417713650327e+00,-7.351707123965366408e-01,1.247359741222534346e+00,-8.481375941016784381e-01,-2.616570007137857701e+00,3.384571498875424411e-01,7.518127523616038310e-01,1.058751666114174927e+00,8.001034082378196688e-01,1.530143789752838268e+00,2.883453947285810059e-01,-2.365416853489521465e+00,-7.751095619163569372e-01,8.273404048422480228e-01,1.264384837084796542e+00,4.864252567614308909e-01,5.379778668580185164e-01,-1.509402783950720139e-01,-1.167960975702145410e+00,9.537897730850963818e-02,6.929615080432638408e-02,1.024599428784401134e+00,-1.383157633340185821e+00,-1.471433374600813027e+00,-6.261113852440852723e-01,-3.921429616880569569e-01,1.246422929469772761e-01
-3.039763694566074981e-01,1.307430475759733035e+00,-3.038218580319357098e+00,2.308202551931126223e+00,1.107854328036240510e+00,1.806062023214485057e+00,-8.584312947904046975e-01,-2.229227418267179517e-01,-1.041779009591736083e+00,-3.692792704185201003e-01,3.913244890067936188e-01,-6.592943888325597523e-01,-7.223509186405565607e-01,-1.206573222767883369e+00,1.620541705981173974e+00,3.202504613149321777e-01,-8.998360692258736693e-01,5.209114027497160904e-02,-4.440864203421219791e-01,7.558536724736893975e-01,7.428331109333955462e-01,5.921133222180599009e-01,5.250723333604452314e-01,3.304472631696661611e-01,-8.797280485206553369e-01,1.084650445903330374e+00,6.405658453739566660e-01,1.712278905457589984e+00,6.836406507531844756e-01,-1.311327846407303932e+00,1.619520228078204838e+00,-7.051397969094932439e-01,-1.868792699945787561e+00,7.667702298682039785e-01,-1.595113187301588020e+00
5.470115087942793025e-02,6.711432534521982740e-01,-2.936165787028749419e-01,-1.199361722588759172e+00,4.268895295849733373e-01,-1.097943650980456987e+00,-1.296877004891722418e+00,1.958016731213125527e-01,-5.496329809754227913e-01,1.114113334616730899e+00,2.444554461938665213e+00,1.577236480775908944e+00,-8.071242752196650105e-02,2.329409205212225609e-01,-3.338793898092792256e-01,-5.195847922635358218e-01,-1.421171845124687139e-01,-1.304216004393816963e-01,1.140765763965021218e-01,-4.268962659662424164e-01,-1.443280445244177201e+00,2.673918677256965193e+00,-4.938140275949743918e-01,-3.356271093435937991e-01,6.685494924888432111e-01,-6.068010531292574727e-01,6.276304513420668529e-01,-7.010686811305931465e-02,8.788168226856750698e-01,6.225229253773163496e-01,5.530440580196401834e-01,1.065902772343444660e+00,8.473108554139273663e-01,-8.352168154566925740e-01,1.890803348494342895e-01
3.517680076757298657e+00,1.332695389846609180e+00,-8.089355308179319026e-01,4.615331623873661360e-01,-1.309157172155730908e+00,-2.031748939020887323e-01,-1.461748382534448609e+00,-4.554200870911722099e-01,1.936102918876731471e-01,6.150643093062209132e-01,-1.200126465231238448e+00,-1.905586315501459627e+00,4.086550969927758570e-01,-3.211192702060735038e-01,-1.293181698603143248e+00,9.549560809549290097e-02,5.721010747771738680e-01,-1.217150074332277399e+00,-1.960394471729688670e-01,2.885628389289720541e-01,-1.165665108044254161e+00,7.323511799203644146e-02,-3.502400694915541735e-02,1.253217041920256847e+00,-5.534225786181968393e-02,5.146310537232332005e-02,2.416459151765130819e+00,9.484290231702325880e-01,1.794501843177076505e-01,3.326060718116653856e-03,1.001534036892424373e+00,7.169461993936195876e-01,8.456807964217778473e-01,-1.548187482918876423e+00,-3.845518430754922279e-01
-4.050751115028943666e-02,1.404660580355955535e+00,7.123871706689655081e-01,-1.968292410693445460e-01,6.253104777330587005e-01,8.121291264529807430e-01,4.933710785076846350e-01,-1.365063571916333984e+00,1.232654188708715459e+00,1.749856831989360817e+00,-3.032262774625559487e+00,2.412485560443926147e+00,-6.992516885957351658e-01,-5.294915089097907979e-01,2.313045813257013084e+00,-2.699056126496661157e-01,-2.058146595434409698e-01,3.840398476213885415e-01,-1.837119234916599009e+00,4.863134093992759199e-01,3.615414009441219045e-01,-4.538795994712922083e-02,-1.048769126451117861e-01,3.104872413006909415e-01,8.516770124399170028e-01,-1.870954183523237391e-01,-2.629296777884423619e+00,5.077647051899720765e-01,-5.859206691429473812e-01,8.944704430614841550e-01,-1.972623168482165457e-01,2.254318963872465331e-01,-3.814552755005547191e-02,3.398798413457003176e-01,1.561829140098436580e-03
5.795269707309591567e-01,-1.360488103442439034e-01,-5.191564746727630464e-01,-6.506184828446797130e-01,-6.852219594117048285e-01,6.676450241637228444e-01,1.756940750370465043e+00,9.982026262705764874e-02,1.151136776227542846e+00,4.571943209968128974e-01,-4.923322698327711744e-02,1.486457029460398260e+00,-3.301575496864966874e-01,1.192063209205821567e-01,-2.663479802435281485e+00,-1.965133300656055626e+00,-1.785590707334526739e+00,4.687683813982514991e-01,-1.424254613923827371e-02,-1.702109362723300268e-01,-3.177027181304057923e-01,4.702941888632434786e-01,3.869778595804482801e-01,-2.866529023452580871e-01,-1.206245839502595452e+00,9.498467507712646807e-01,1.007745830419476185e+00,7.243029340205729971e-01,-8.215994844753011783e-01,4.972365801905492821e-01,1.448593164939533828e+00,-2.003121851771220818e+00,2.889337023615379252e-01,-1.570424335231224156e+00,8.744550122376746337e-01
3.042878585933602720e-01,-4.973526183028569303e-01,2.121039006524745307e-01,-1.064014632760688972e+00,9.577870704499463761e-01,-6.201522604031296515e-01,4.768316869174399342e-01,5.249215747812105981e-01,-1.468173342658437852e-01,-1.193145380140463896e+00,5.777323478185596439e-01,-1.087326558123014708e+00,-1.405896519077121543e+00,3.750814038148236884e-01,1.986984748388613164e+00,1.883278021497816868e+00,-1.570919162469335717e+00,9.260954359866841248e-03,6.141427658168143733e-01,6.949880252716015283e-01,-1.354465088281629148e+00,1.629636775821654837e-01,-3.482867644385544970e-01,-1.190775594133569371e+00,6.290367823256557411e-01,-2.335708454402381229e-01,-9.617444606331912796e-03,-4.073951096631868163e-01,-1.081923312527262704e+00,4.532960290243669976e-01,3.259125052489537655e-01,1.641310729477659658e+00,-3.505972911226855615e-01,2.553121644945235413e-01,3.448944949019511874e+00
-2.517173775353681364e+00,-6.129274569811150181e-02,1.557417706669050661e+00,1.079705944819593366e+00,1.139869409673802014e+00,4.091257115084313140e-02,-9.003252700648519680e-01,-2.832075550222660359e-02,1.817915097189597151e-01,8.775790572584547533e-01,8.130982399698094554e-01,1.508395897899360572e-01,-6.705312524270834462e-01,2.307385816433368042e+00,1.645460858111726488e+00,-9.057443128497835172e-01,2.956975939753945681e+00,1.310297401854514376e-01,-3.283809636045056934e-01,6.936104981681220361e-01,3.162649346539531114e-01,6.064149785126432546e-01,5.789486894451865151e-01,7.143390607635002887e-01,1.093220469192283328e+00,-5.422514663380135769e-01,-1.152024427048619293e+00,2.721857885450032488e-01,-2.678047771790742715e+00,1.607085334007381794e-01,-1.457233549787310567e+00,-6.961347460799474085e-01,-8.420922992675086149e-01,-3.396151757613006250e-01,-4.707046077383995608e-01
1.473578039371473247e+00,-4.020740893658990567e-01,8.232886015753544673e-02,4.692221489111881860e-01,-8.434306866546832371e-01,-1.965568253820822175e-01,4.666051496001051291e-01,-1.179876210313702600e+00,1.888680269809603240e+00,-7.299919526808640313e-01,1.203836205301549001e+00,7.495331568914459508e-01,-2.407023045219224056e+00,5.385693186638588204e-01,-1.214876129489227408e+00,3.609531648431971163e-01,-3.046410684640256328e+00,-9.846792935520733980e-01,-4.152654769043561123e-01,-6.211932051004236399e-01,-1.147930273699503401e+00,-1.035409046888513762e+00,3.064198611973592001e-01,2.671241812575392949e+00,-2.558979112126617661e+00,5.028676209030151778e-01,-3.865445465706191658e-02,-1.451903872201776302e+00,3.110750880812196417e-01,-1.220922012089233233e+00,-1.023650501837784388e+00,8.129199787106029529e-01,1.073106572698009908e-01,5.113137773655072049e-01,3.299468758652325806e-01
2.768844008320258121e-01,-6.997612495907947761e-01,2.311749836485736953e-01,3.564072858936551680e-01,1.111042565300241099e-02,2.175615880365368848e-01,-2.657054503378231125e-01,2.095415251433308423e+00,-8.043974932093727048e-01,-7.506955712722797047e-01,-1.052906394814393742e+00,-1.630693957141133021e-01,3.203291483449725030e-01,1.286835594086971568e+00,-1.098668962898477597e+00,-8.096656954950536278e-01,5.930671893005898809e-01,-1.346115061082318598e-01,6.608885433583631119e-01,-3.543386768193970138e-01,1.677418235105736954e+00,9.885627358219465366e-01,-3.225104841142657497e-01,-1.218184161837668977e+00,-1.996959756872511482e+00,-1.971671462359309845e-01,1.215280847804237063e-01,1.337100413741709459e-01,-1.215993115508117395e+00,2.936238398419744322e-01,-1.119183122130223973e+00,2.770981837045934926e-01,-8.225729927412113174e-01,5.847089300603417472e-01,2.446122911026398228e+00
-4.622607978825507558e-01,2.916943526643842155e+00,3.804730863001900554e-01,5.732027977772482380e-02,5.318525404763876918e-02,-1.384306683842574603e+00,5.706906625722821813e-01,7.167320029400681136e-01,1.731422094367681908e+00,3.834831027790527314e-01,3.745656888008951912e-01,-5.067455234810799153e-02,-1.396465600065615709e+00,2.537664437142442608e+00,-4.775806573397779475e-01,1.444516278555383615e-01,-1.484013510111216183e-01,9.459008064028098239e-01,-1.702275440715797838e+00,3.250795978214670034e-01,-7.322871748641641698e-01,2.808641371485569138e+00,-1.377960116263786894e+00,6.429131203893372337e-01,-1.634060346631740490e+00,-1.824432873508062825e-01,-7.075695888684513379e-01,-4.221840639258171990e-01,-6.506113705097195388e-02,-2.242072454910495893e-01,-2.888085697106040906e-01,3.163158155426490370e-01,-1.461838953296383803e-01,-1.179734263780968934e-01,7.310305911334010753e-01
