-6.310963050434497124e-01,4.003833222817589355e-01,-1.033366798014801469e-01,-1.125085943248233800e-01
-2.688442185435595544e-01,-6.686795779143072105e-01,1.535134947930991145e-01,3.635851198498447623e-01
1.952216820012411258e-01,-1.037826471174156939e+00,3.329478587782079557e-02,-3.011088868689805811e-02
1.800278481077784432e-01,5.187472040061706924e-01,8.634809797373845797e-01,-6.507287718602824955e-02
-1.371693422872537038e+00,2.161381087482011853e+00,-6.146034921869814038e-01,-1.131684873827870863e+00
-7.857113000348845411e-01,1.244003510528806367e-01,3.185909280933336252e+00,1.835827561689380161e-01
1.989822661859860231e+00,1.039060756019501430e-01,1.400050111777599637e+00,1.105352928440755722e+00
1.919429829985407343e+00,-1.393940764280679812e+00,-6.476306027141266464e-01,-2.882000865033986226e-01
-3.701077841030789295e-01,-4.091431293513001499e-01,4.988713818242102582e-01,-5.590714105164076297e-01
-1.349973027918103696e+00,-1.531735245428401893e+00,1.393968546613318926e+00,-2.670044630184755796e-01
-2.444763837663781192e-01,4.416407216830978699e-01,-1.651366228584157048e+00,-3.915337636461804771e-02
1.152078979013185123e+00,7.345042253133087229e-01,-5.430872471528525036e-01,-1.582345134540705800e+00
2.398395999141069157e-01,-7.266772530629812543e-01,5.180334023164363533e-01,1.296714802908731201e+00
1.492784559430716806e-01,-2.857624654227170602e+00,7.221759180928550848e-01,1.795502681240901621e+00
-3.736159069845291225e-01,2.899461542321118301e+00,1.021702613782446090e+00,5.708346651647666636e-01
