-2.684161310796793654e+00,1.876832506735823802e-01,-9.224551544658318170e-01,-8.800263213622905312e-01
1.363861611710591171e-01,-1.564551134039254388e+00,-3.640658059625442311e-01,-1.027808643754883206e-01
7.316375421536831514e-01,1.887210474519275261e-01,2.555163007543307385e-01,-5.141247836298930007e-01
5.433496507834472133e-01,-3.961485530688564904e-01,-8.789666453948549174e-01,-2.479357098695842976e-01
5.704466397270877565e-01,-9.268558720501376413e-01,1.095523006273707717e-01,5.552307893539732975e-01
-3.250335914398472803e-01,-7.735994735233475694e-01,2.853685856358975648e-01,1.077213261071314210e-01
1.027351570289553928e+00,2.925030035589032407e-01,-3.623568241686142555e-01,-4.227595223815240333e-01
1.609022879164538899e-01,1.680992452378441693e-01,1.102903063806397466e+00,3.247397196476285719e-03
1.091101088053465784e-02,2.651454493405921431e-01,-9.266599301207529837e-01,-3.633219996715847944e-01
-3.060187215651674064e-01,3.392081317522799844e-01,-5.564560694790137152e-01,1.997610297714954575e-01
-7.895312929583211403e-01,7.548378632824962464e-01,4.642005980333790971e-01,-6.520247885349921280e-01
1.431831636603106694e-01,3.722026137968031945e-02,-1.224012276357833162e+00,1.333503432332132199e+00
1.381080866625476800e+00,3.938642527885007905e-01,-5.659477762494464770e-01,3.601461244996627675e-01
7.819018344027360845e-01,3.458300504303570833e+00,7.444817221276864849e-01,4.789462500879765328e-01
8.581545628587378127e-02,-2.691254310351598455e+00,1.992464457603621897e+00,-2.732510458298236244e-01
